date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:38:20	65673/65673	---M--	200	added ('OK')	image/jpeg	etag:%2256d30cf8-10089%22	https://www.vasterad.com/themes/incredible/images/portfolio_images/portfolio_3_11.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/portfolio_images/portfolio_3_11.jpg	(from https://www.vasterad.com/themes/incredible/portfolio_4.html)
11:38:21	76094/76094	---M--	200	added ('OK')	image/jpeg	etag:%2256d30cf7-1293e%22	https://www.vasterad.com/themes/incredible/images/portfolio_images/portfolio_3_10.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/portfolio_images/portfolio_3_10.jpg	(from https://www.vasterad.com/themes/incredible/portfolio_4.html)
11:38:21	78011/78011	---M--	200	added ('OK')	image/jpeg	etag:%2256d30cf8-130bb%22	https://www.vasterad.com/themes/incredible/images/portfolio_images/portfolio_3_12.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/portfolio_images/portfolio_3_12.jpg	(from https://www.vasterad.com/themes/incredible/portfolio_4.html)
11:38:21	155648/155648	---M--	200	added ('OK')	image/jpeg	etag:%2256d30b3e-26000%22	https://www.vasterad.com/themes/incredible/images/blog_image_02_large.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/blog_image_02_large.jpg	(from https://www.vasterad.com/themes/incredible/blog.html)
11:38:22	133663/133663	---M--	200	added ('OK')	image/jpeg	etag:%2256d30b3f-20a1f%22	https://www.vasterad.com/themes/incredible/images/blog_image_03_large.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/blog_image_03_large.jpg	(from https://www.vasterad.com/themes/incredible/blog.html)
11:38:22	112685/112685	---M--	200	added ('OK')	image/jpeg	etag:%2256d30b3e-1b82d%22	https://www.vasterad.com/themes/incredible/images/blog_image_03.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/blog_image_03.jpg	(from https://www.vasterad.com/themes/incredible/blog.html)
11:38:22	138062/138062	---M--	200	added ('OK')	image/jpeg	etag:%2256d30b40-21b4e%22	https://www.vasterad.com/themes/incredible/images/blog_image_04_large.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/blog_image_04_large.jpg	(from https://www.vasterad.com/themes/incredible/blog.html)
11:38:23	141380/141380	---M--	200	added ('OK')	image/jpeg	etag:%2256d30b3d-22844%22	https://www.vasterad.com/themes/incredible/images/blog_image_02.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/blog_image_02.jpg	(from https://www.vasterad.com/themes/incredible/blog.html)
11:38:23	122430/122430	---M--	200	added ('OK')	image/jpeg	etag:%2256d30b40-1de3e%22	https://www.vasterad.com/themes/incredible/images/blog_image_04.jpg	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/blog_image_04.jpg	(from https://www.vasterad.com/themes/incredible/blog.html)
11:38:23	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2010:38:24%20GMT	https://www.vasterad.com/themes/incredible/css/blank.gif	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/css/blank.gif	(from https://www.vasterad.com/themes/incredible/css/layerslider.css)
11:38:24	2923/2923	---M--	200	added ('OK')	image/png	etag:%2256d30b41-b6b%22	https://www.vasterad.com/themes/incredible/images/imagebox_sprite.png	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/imagebox_sprite.png	(from https://www.vasterad.com/themes/incredible/css/imagebox.css)
11:38:24	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2010:38:25%20GMT	https://www.vasterad.com/themes/incredible/images/shadow-v.png	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/shadow-v.png	(from https://www.vasterad.com/themes/incredible/css/imagebox.css)
11:38:25	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Mar%202022%2010:38:25%20GMT	https://www.vasterad.com/themes/incredible/images/shadow-h.png	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/images/shadow-h.png	(from https://www.vasterad.com/themes/incredible/css/imagebox.css)
11:38:25	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-52cd5c5c17740%22	https://www.vasterad.com/themes/incredible/font/fontawesome-webfont.eot?v=4.3.0	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/font/fontawesome-webfonte0a5.eot	(from https://www.vasterad.com/themes/incredible/css/icons.css)
11:38:26	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-52cd5c5c17740%22	https://www.vasterad.com/themes/incredible/font/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/font/fontawesome-webfontd41d.eot	(from https://www.vasterad.com/themes/incredible/css/icons.css)
11:38:26	56780/56780	---M--	200	added ('OK')	font/woff2	etag:%2256d30b37-ddcc%22	https://www.vasterad.com/themes/incredible/font/fontawesome-webfont.woff2?v=4.3.0	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/font/fontawesome-webfonte0a5.woff2	(from https://www.vasterad.com/themes/incredible/css/icons.css)
11:38:26	122092/122092	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2256d30b36-1dcec%22	https://www.vasterad.com/themes/incredible/font/fontawesome-webfont.ttf?v=4.3.0	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/font/fontawesome-webfonte0a5.ttf	(from https://www.vasterad.com/themes/incredible/css/icons.css)
11:38:26	71508/71508	---M--	200	added ('OK')	font/woff	etag:%2256d30b37-11754%22	https://www.vasterad.com/themes/incredible/font/fontawesome-webfont.woff?v=4.3.0	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/font/fontawesome-webfonte0a5.woff	(from https://www.vasterad.com/themes/incredible/css/icons.css)
11:38:27	313398/313398	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256d30b35-4c836%22	https://www.vasterad.com/themes/incredible/font/fontawesome-webfont.svg?v=4.3.0	C:/My%20Web%20Sites/Incredible/www.vasterad.com/themes/incredible/font/fontawesome-webfonte0a5.svg	(from https://www.vasterad.com/themes/incredible/css/icons.css)
